effect,group,term,estimate,std.error,statistic,df,p.value
fixed,NA,(Intercept),32.32910484118704,0.4760527843520163,67.91075675608558,24.201475628177818,3.881223952842547e-29
fixed,NA,X_i,0.015516648159343444,0.04611560486715263,0.3364728317896507,44972.00000979699,0.7365159055184232
fixed,NA,Y_i,0.07144765545021968,0.11906997976717598,0.6000475988147909,44972.00000167914,0.5484775371472659
fixed,NA,X_i:Y_i,-0.1214239427783752,0.14583034705654904,-0.8326383721166781,44972.000001998735,0.4050531325992628
ran_pars,subj_id,sd__(Intercept),2.372806816207388,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.611560486715265,NA,NA,NA,NA
fixed,NA,(Intercept),31.66265887209458,0.3848555230202093,82.27154601710608,24.315168400012396,2.921629194272032e-31
fixed,NA,X_i,0.034095500585269826,0.04655023974726149,0.7324452198396172,44971.99999738112,0.46390068404774554
fixed,NA,Y_i,0.5815337215704203,0.12019220220207077,4.838364809995977,44972.00000059332,1.3134460696127097e-6
fixed,NA,X_i:Y_i,-0.5086219727839814,0.147204783228247,-3.455200039222518,44972.000000522305,5.50391699130342e-4
ran_pars,subj_id,sd__(Intercept),1.914870472468243,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.655023974726144,NA,NA,NA,NA
fixed,NA,(Intercept),31.757882692102957,0.374222430279144,84.86365359878022,24.34149751471688,1.2943709488910353e-31
fixed,NA,X_i,0.9542764746109317,0.04709773135998644,20.26162294988313,44971.999998876374,7.152045345747672e-91
fixed,NA,Y_i,0.7131722780830114,0.12160581946758572,5.864622936677047,44972.00000443081,4.5329409567937255e-9
fixed,NA,X_i:Y_i,0.8285693499503289,0.14893610372429705,5.563253833228607,44972.00000449961,2.6629380401964486e-8
ran_pars,subj_id,sd__(Intercept),1.8612067979677136,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.709773135998651,NA,NA,NA,NA
fixed,NA,(Intercept),31.65069557874402,0.3698942580855429,85.56687455100852,24.33492390273893,1.0761817959005178e-31
fixed,NA,X_i,0.033202507542012434,0.0461039578678467,0.7201661002117163,44972.00000044592,0.47142647620304134
fixed,NA,Y_i,0.14738297804384837,0.119039907344279,1.2380972174112796,44971.999997834384,0.21568647867635002
fixed,NA,X_i:Y_i,-0.201382628172055,0.14579351601083562,-1.3812865872381312,44971.999998098654,0.16719772337482294
ran_pars,subj_id,sd__(Intercept),1.839868964154478,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.610395786784664,NA,NA,NA,NA
fixed,NA,(Intercept),31.919722991734996,0.3967106982574994,80.46095840605828,24.31193725873208,5.047085358383028e-31
fixed,NA,X_i,-0.16639170010068802,0.047735911548425804,-3.4856713678106175,44972.00000359036,4.913713714439602e-4
fixed,NA,Y_i,-0.045671719132199466,0.12325359362872228,-0.37055081144146373,44971.9999993167,0.71097386968828
fixed,NA,X_i:Y_i,-0.41488826463905876,0.15095420667736062,-2.7484379122061373,44971.99999943234,0.005990384811656488
ran_pars,subj_id,sd__(Intercept),1.9739568971623458,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.7735911548425785,NA,NA,NA,NA
fixed,NA,(Intercept),31.941779955228487,0.4853222578184403,65.81560899104271,24.19711158760835,8.330154544336607e-29
fixed,NA,X_i,0.3373633723047864,0.046504336525322036,7.254449746231494,44972.00000009274,4.097879765439891e-13
fixed,NA,Y_i,0.4785071355086618,0.12007368059266521,3.9851125837637706,44972.00000284796,6.755442584438829e-5
fixed,NA,X_i:Y_i,0.19877976083325377,0.14705962449497847,1.351695011570231,44972.00000284738,0.17647969994080526
ran_pars,subj_id,sd__(Intercept),2.4191730253641794,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.650433652532209,NA,NA,NA,NA
fixed,NA,(Intercept),32.126789064888236,0.6756571786482626,47.54894949708361,24.105882795693567,2.4136348944348457e-25
fixed,NA,X_i,0.6629891837773666,0.047521394694365754,13.951383119990208,44971.99999610282,3.8148744496690436e-44
fixed,NA,Y_i,0.5011693470166816,0.12269971349321877,4.084519293065665,44972.00000138241,4.424457215599263e-5
fixed,NA,X_i:Y_i,0.8394938359736873,0.150275844822037,5.586352463816466,44972.000001664936,2.3322646404109426e-8
ran_pars,subj_id,sd__(Intercept),3.372710709040065,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.752139469436576,NA,NA,NA,NA
fixed,NA,(Intercept),31.938319388851383,0.5279467336372411,60.49534423447462,24.166286528218663,6.738223887800482e-28
fixed,NA,X_i,0.7782044730249952,0.04649088311144999,16.73886192179764,44971.99999965083,1.0577849961127143e-62
fixed,NA,Y_i,0.999426791963438,0.1200389440274145,8.325854580453397,44972.00000194994,8.605255790218675e-17
fixed,NA,X_i:Y_i,0.45907904036639835,0.1470170810648379,3.1226238273900564,44972.00000205475,0.0017936034881494355
ran_pars,subj_id,sd__(Intercept),2.6329015304337706,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.649088311145005,NA,NA,NA,NA
fixed,NA,(Intercept),31.704416745393413,0.4924941980034389,64.37520862971067,24.191968206823383,1.4341967410875889e-28
fixed,NA,X_i,0.2209435749269545,0.046575406389620065,4.743782009730239,44972.00000130832,2.1040748791058613e-6
fixed,NA,Y_i,0.08793100523215767,0.12025718219322726,0.7311912987522989,44971.99999928406,0.4646661237984232
fixed,NA,X_i:Y_i,0.43256893324152984,0.147284367139159,2.9369643339868166,44971.9999991812,0.0033161020438779976
ran_pars,subj_id,sd__(Intercept),2.455118918133676,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.6575406389620015,NA,NA,NA,NA
fixed,NA,(Intercept),32.096706641410044,0.4642779456942988,69.13252490038357,24.221956755064152,2.4165658784901394e-29
fixed,NA,X_i,0.2629479843051313,0.047194421896624615,5.57159032228632,44972.00000600549,2.53866111027505e-8
fixed,NA,Y_i,0.4832661199586336,0.12185547335967592,3.9658958816908974,44972.00000195674,7.323391566002085e-5
fixed,NA,X_i:Y_i,-0.13879198123536848,0.14924186604825745,-0.9299802053566525,44972.00000151812,0.3523863252399546
ran_pars,subj_id,sd__(Intercept),2.3133802930543816,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.7194421896624625,NA,NA,NA,NA
fixed,NA,(Intercept),31.15401016048582,0.3569836831997632,87.27012361249145,24.37935971913867,5.997860040889369e-32
fixed,NA,X_i,0.8461701324267593,0.04732408832830208,17.880326115457546,44971.99999333801,2.9652761407429205e-71
fixed,NA,Y_i,0.755047951327153,0.12219027064664183,6.179280456057358,44972.0000028589,6.494540473797376e-10
fixed,NA,X_i:Y_i,0.7495565529983949,0.14965190730842476,5.008666888913069,44972.0000026245,5.501545916974241e-7
ran_pars,subj_id,sd__(Intercept),1.7744316262553597,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.732408832830206,NA,NA,NA,NA
fixed,NA,(Intercept),31.278968151863364,0.4112834192063341,76.05210103588256,24.27409403993006,2.152470472270866e-30
fixed,NA,X_i,-0.00943241130239562,0.04642182014928729,-0.2031891742301801,44971.99999669687,0.838988093327371
fixed,NA,Y_i,0.7052765631186736,0.11986062422588377,5.8841389127887584,44972.00000004294,4.029588537337398e-9
fixed,NA,X_i:Y_i,-0.34618423131488374,0.14679868480244557,-2.358224338186418,44972.000000200605,0.018366847363704916
ran_pars,subj_id,sd__(Intercept),2.0476657075523,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.642182014928729,NA,NA,NA,NA
fixed,NA,(Intercept),31.33880934425349,0.4039111073669164,77.58838212831083,24.28102767069159,1.3063757556925777e-30
fixed,NA,X_i,0.7129080298484256,0.04616408613319931,15.442914385685878,44972.00002034745,1.1569733297093822e-53
fixed,NA,Y_i,0.9627443730940166,0.11919515785784379,8.07704264498914,44972.00001752277,6.799240369098423e-16
fixed,NA,X_i:Y_i,0.5861945307634457,0.14598365828110502,4.015480483676289,44972.00001777012,5.942102102898828e-5
ran_pars,subj_id,sd__(Intercept),2.010742612112719,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.61640861331993,NA,NA,NA,NA
fixed,NA,(Intercept),32.386226662747255,0.41221364192413423,78.56660568431107,24.287499841280884,9.506196565538793e-31
fixed,NA,X_i,0.8176786588563224,0.047640617101879945,17.163477481992064,44972.00002355341,8.08306255519583e-66
fixed,NA,Y_i,0.8729667584129,0.12300754442575015,7.096855420440007,44972.00001604085,1.2951040005295696e-12
fixed,NA,X_i:Y_i,0.8915199702594657,0.15065285917791052,5.917710258699059,44972.00001630466,3.2881283701301203e-9
ran_pars,subj_id,sd__(Intercept),2.0518711033310795,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.764061710187992,NA,NA,NA,NA
fixed,NA,(Intercept),31.939899448470456,0.4410219983000531,72.42246321404555,24.248023560428535,7.436103441508843e-30
fixed,NA,X_i,-0.05546736683505963,0.04736564311050357,-1.1710464208340805,44972.000000344924,0.24158632320251766
fixed,NA,Y_i,0.5816723038955715,0.12229756463292299,4.756205126745288,44972.00000273978,1.978767482270203e-6
fixed,NA,X_i:Y_i,-0.4057858808355355,0.14978331506785378,-2.7091527561111146,44972.000002807756,0.006748081300487259
ran_pars,subj_id,sd__(Intercept),2.196615200449366,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.7365643110503575,NA,NA,NA,NA
fixed,NA,(Intercept),31.78944426736448,0.4851266475523774,65.5281346175326,24.193727308550397,9.322149653372404e-29
fixed,NA,X_i,0.021745096069254528,0.04609512511587012,0.47174394287017335,44972.000002286986,0.6371118562316795
fixed,NA,Y_i,0.44240417219776873,0.11901710127674177,3.7171479346407423,44972.00000227157,2.017286639866847e-4
fixed,NA,X_i:Y_i,-0.9353541000893132,0.1457655843965828,-6.416837719008527,44972.00000221931,1.405144581044716e-10
ran_pars,subj_id,sd__(Intercept),2.4183225443053975,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.609512511587022,NA,NA,NA,NA
fixed,NA,(Intercept),31.510858137807283,0.4694813763221139,67.11844117153542,24.210306818100463,5.052281809839275e-29
fixed,NA,X_i,-0.14740276213184303,0.046467677417848186,-3.172156869523799,44972.00000417241,0.0015141291482751507
fixed,NA,Y_i,-0.3558227211720457,0.11997902718417647,-2.965707670106644,44971.99999997919,0.0030214596444839707
fixed,NA,X_i:Y_i,-0.06787512764338796,0.14694369821837214,-0.46191247713474004,44971.999999717875,0.6441463204084041
ran_pars,subj_id,sd__(Intercept),2.3397289694344017,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.6467677417848225,NA,NA,NA,NA
fixed,NA,(Intercept),31.904620998145695,0.3360845536841969,94.93034014328725,24.411065577514282,7.170923832064257e-33
fixed,NA,X_i,0.0707473334782828,0.04635700428479672,1.5261411855615776,44972.00001098714,0.1269817393268281
fixed,NA,Y_i,0.22255400967104624,0.11969327038338921,1.8593694445659648,44972.000004313915,0.06298131565628762
fixed,NA,X_i:Y_i,0.044724912118769125,0.1465937190421427,0.30509432744462694,44972.00000453983,0.7602957233433674
ran_pars,subj_id,sd__(Intercept),1.6697318596737225,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.6357004284796774,NA,NA,NA,NA
fixed,NA,(Intercept),31.846506289309627,0.49176388863283454,64.75974959822064,24.200769891102553,1.2199518533516978e-28
fixed,NA,X_i,0.15929425693402277,0.047567469462572495,3.348806626330212,44971.999993574485,8.12270406724347e-4
fixed,NA,Y_i,0.3583305529446854,0.1228186780331822,2.917557481345585,44971.999999143474,0.0035295916149933196
fixed,NA,X_i:Y_i,-0.30486032203728203,0.15042154603223468,-2.0267064797482655,44971.99999920986,0.04269832791618854
ran_pars,subj_id,sd__(Intercept),2.4511389158596386,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.756746946257252,NA,NA,NA,NA
fixed,NA,(Intercept),31.699479078113256,0.3765340887778975,84.18754110948908,24.33759268220068,1.5861544115400577e-31
fixed,NA,X_i,-0.46384132230374864,0.04711745635842687,-9.844362538912641,44972.00000080067,7.645906536627095e-23
fixed,NA,Y_i,-0.2494361078630893,0.12165674919456147,-2.0503269199160887,44972.00000409405,0.040338323469341804
fixed,NA,X_i:Y_i,-0.4815662244878696,0.14899847964621196,-3.2320210624384895,44972.00000388937,0.0012300647542763912
ran_pars,subj_id,sd__(Intercept),1.8728179539665335,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.71174563584269,NA,NA,NA,NA
fixed,NA,(Intercept),31.345072132924592,0.42968952350059203,72.94818797899178,24.26124735414588,6.0640374752354946e-30
fixed,NA,X_i,0.30640079674852494,0.047358471251555456,6.469820259209938,44971.9999982758,9.91249705656177e-11
fixed,NA,Y_i,0.09499170122699731,0.12227904697274451,0.7768436504757071,44971.99999668275,0.43725510593627204
fixed,NA,X_i:Y_i,0.8153910299202523,0.14976063565852002,5.444628532289913,44971.99999684916,5.218468016894875e-8
ran_pars,subj_id,sd__(Intercept),2.1397305325375293,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.735847125155538,NA,NA,NA,NA
fixed,NA,(Intercept),31.17788714182916,0.43548656677158193,71.59322358198558,24.253821513481466,9.694651738572086e-30
fixed,NA,X_i,0.4270241632799422,0.047315261846117895,9.025082956715762,44972.0000051157,1.8646463517392765e-19
fixed,NA,Y_i,0.5593795926444541,0.12216748076763864,4.578792892589712,44971.99999780521,4.6891811305768615e-6
fixed,NA,X_i:Y_i,0.6752263434961134,0.14962399552099598,4.5128212299434445,44971.9999979234,6.413282157561193e-6
ran_pars,subj_id,sd__(Intercept),2.168847969005683,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.731526184611792,NA,NA,NA,NA
fixed,NA,(Intercept),30.936745822395828,0.38726182827121797,79.88586419813457,24.308399258058536,6.054134687465166e-31
fixed,NA,X_i,-0.2316828044611065,0.04633907198306294,-4.9997290525323255,44972.00000358,5.762639785289286e-7
fixed,NA,Y_i,-0.4236309511564724,0.11964696937940641,-3.540674313388732,44972.00000057197,3.995090158113236e-4
fixed,NA,X_i:Y_i,0.13728052987451023,0.14653701212497447,0.9368317797924676,44972.00000076362,0.34885012607974675
ran_pars,subj_id,sd__(Intercept),1.9270455619092135,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.6339071983062965,NA,NA,NA,NA
fixed,NA,(Intercept),31.994925684289953,0.40495956927357274,79.0077037608552,24.284504908893943,8.359187613152878e-31
fixed,NA,X_i,0.43969799821088684,0.04655574178385927,9.444549294311294,44972.000001277745,3.734250901275611e-21
fixed,NA,Y_i,0.07181347748714262,0.12020640839947973,0.5974180448723351,44971.99999856888,0.550231316982447
fixed,NA,X_i:Y_i,1.1360602547951286,0.1472221821956656,7.716637790935934,44971.99999888039,1.2189396536270693e-14
ran_pars,subj_id,sd__(Intercept),2.015857724908198,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.655574178385922,NA,NA,NA,NA
fixed,NA,(Intercept),31.65904552398602,0.5988980059184132,52.862165529231824,24.13153375455543,1.8307662297961528e-26
fixed,NA,X_i,0.33413247410739755,0.046932786471069715,7.119382828747304,44972.00001812585,1.1003101264333827e-12
fixed,NA,Y_i,0.3411038128213383,0.12117993359570767,2.8148539341452534,44972.00000741341,0.004882061276359851
fixed,NA,X_i:Y_i,0.4588064350219223,0.14841450218691626,3.091385466119019,44972.000007292656,0.0019934657882011058
ran_pars,subj_id,sd__(Intercept),2.988353910811331,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.693278647106963,NA,NA,NA,NA
fixed,NA,(Intercept),32.02768022745882,0.44278651597565266,72.33210378344023,24.231983772680287,7.940411662534492e-30
fixed,NA,X_i,0.6123517460581683,0.046006785476928554,13.310031111937825,44972.000004744295,2.4133939674029025e-40
fixed,NA,Y_i,-0.09408426253628731,0.11878900930978777,-0.7920283457447365,44972.000003706504,0.428348326070089
fixed,NA,X_i:Y_i,1.1503661990772718,0.14548622992985027,7.907045220925368,44972.00000354593,2.6954030970850874e-15
ran_pars,subj_id,sd__(Intercept),2.205951131971443,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.600678547692857,NA,NA,NA,NA
fixed,NA,(Intercept),31.334299146227394,0.5268487671886937,59.47494062371954,24.168495934469327,1.0092538809099498e-27
fixed,NA,X_i,-0.310970102559652,0.046696824121591214,-6.659341580702246,44972.00001117026,2.7821435037695172e-11
fixed,NA,Y_i,-0.46129878054350415,0.12057068142913313,-3.8259614615733764,44971.99999966325,1.3043864919152226e-4
fixed,NA,X_i:Y_i,0.2667821610496188,0.14766832372051988,1.8066309302361707,44971.999999957436,0.07082652492875653
ran_pars,subj_id,sd__(Intercept),2.627336553224822,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.669682412159124,NA,NA,NA,NA
fixed,NA,(Intercept),31.442379922761404,0.4782468503698834,65.7450851969927,24.21619894180529,8.209196947328886e-29
fixed,NA,X_i,0.46450417360854024,0.047989785868689384,9.679229969467375,44971.99999973674,3.883396592224663e-22
fixed,NA,Y_i,0.14815226825484692,0.12390909430499593,1.195652902523665,44971.99999692068,0.23183834206645987
fixed,NA,X_i:Y_i,0.7602337932308492,0.1517570277688205,5.009545880069248,44971.99999688852,5.476493626415055e-7
ran_pars,subj_id,sd__(Intercept),2.383194827963623,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.798978586868934,NA,NA,NA,NA
fixed,NA,(Intercept),32.47914458723534,0.5284025709511734,61.46666646373405,24.1701987407952,4.559541046410011e-28
fixed,NA,X_i,-0.147429851083143,0.047062116472553296,-3.1326651271437043,44971.99999559683,0.0017333810538251865
fixed,NA,Y_i,0.19217079665016107,0.12151386222364853,1.581472213404485,44972.00000044765,0.11377713975183631
fixed,NA,X_i:Y_i,-0.11650762580095986,0.14882347956139766,-0.7828578268988411,44972.000000109896,0.4337147274991078
ran_pars,subj_id,sd__(Intercept),2.635017623903392,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.706211647255332,NA,NA,NA,NA
fixed,NA,(Intercept),31.112707356658916,0.3468105247130371,89.71096647774066,24.380263582034402,3.0609364295747394e-32
fixed,NA,X_i,0.3635969449248589,0.04603071059576634,7.899007862770222,44971.99999218397,2.874746470486506e-15
fixed,NA,Y_i,0.2160682707513815,0.11885078370099757,1.8179793521173722,44972.000000242,0.06907393872633563
fixed,NA,X_i:Y_i,0.2834816634330597,0.1455618877986678,1.9474992233211073,44972.000000118656,0.05148112744407306
ran_pars,subj_id,sd__(Intercept),1.723840111280068,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.603071059576633,NA,NA,NA,NA
fixed,NA,(Intercept),30.92265180289417,0.39610411272522816,78.06697989107923,24.30334824482792,1.0698064339567582e-30
fixed,NA,X_i,0.5785366492234685,0.04701491149849977,12.305386329227257,44971.99999044683,9.638220823421053e-35
fixed,NA,Y_i,-0.03874213050464839,0.121391979504737,-0.31914901349093316,44972.000003536436,0.7496150003510452
fixed,NA,X_i:Y_i,1.080427721072409,0.1486742043264995,7.267082584815522,44972.0000036028,3.7328636444477673e-13
ran_pars,subj_id,sd__(Intercept),1.9711980294348324,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.701491149849983,NA,NA,NA,NA
fixed,NA,(Intercept),31.358774002363937,0.4250297327030376,73.78018898332903,24.257775222590514,4.646750975300944e-30
fixed,NA,X_i,0.5150868782886732,0.04654013516120953,11.067584494640444,44972.000022641616,1.9610221250871872e-28
fixed,NA,Y_i,0.7223830999976343,0.12016611227307138,6.011537581877122,44972.00001967128,1.8518374494144127e-9
fixed,NA,X_i:Y_i,0.5385337377604443,0.14717282972151002,3.6591926565487176,44972.00001981052,2.5330015338537675e-4
ran_pars,subj_id,sd__(Intercept),2.1166381612817666,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.65401351612096,NA,NA,NA,NA
fixed,NA,(Intercept),31.45701145234783,0.6124552992765436,51.36213449292723,24.128824100042074,3.6641582054512345e-26
fixed,NA,X_i,0.7048026803207222,0.04751659151628152,14.832770151016033,44972.000017380844,1.1789841071468477e-49
fixed,NA,Y_i,1.1249489138741688,0.12268731174073269,9.169235986288884,44972.00001897146,4.9591129647671304e-20
fixed,NA,X_i:Y_i,0.19444104686345287,0.15026065583928344,1.294025011253938,44972.00001908767,0.19566342688266275
ran_pars,subj_id,sd__(Intercept),3.0561261261711974,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.751659151628153,NA,NA,NA,NA
fixed,NA,(Intercept),31.36603345283488,0.556553543106197,56.35762064827943,24.15645101566434,3.762613423360857e-27
fixed,NA,X_i,0.22951297745244262,0.047540624598592277,4.827723223881217,44971.999996556224,1.38555686240323e-6
fixed,NA,Y_i,0.4632701483076314,0.12274936489243114,3.7741144218025777,44972.00000290158,1.6078311908656486e-4
fixed,NA,X_i:Y_i,0.11668914155433621,0.15033665511857977,0.7761855647399918,44972.00000298386,0.4376435099812438
ran_pars,subj_id,sd__(Intercept),2.7759912900193444,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.75406245985923,NA,NA,NA,NA
fixed,NA,(Intercept),31.566613072176487,0.4420535174111459,71.4090304202171,24.24502195514896,1.0518350290485292e-29
fixed,NA,X_i,0.6799058901394964,0.04719609654521554,14.405977186865918,44972.0000214055,6.03877302219578e-47
fixed,NA,Y_i,0.7913383868634207,0.12185979728374466,6.493842961356874,44972.00002144564,8.454393678149343e-11
fixed,NA,X_i:Y_i,0.46884254405559855,0.14924716175208494,3.141383317120595,44972.00002132835,0.0016826079687480514
ran_pars,subj_id,sd__(Intercept),2.201853374025941,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.719609654521547,NA,NA,NA,NA
fixed,NA,(Intercept),31.334864450024185,0.40600104223360506,77.17927096353294,24.283212207324837,1.4772112473090598e-30
fixed,NA,X_i,-0.031712706838349064,0.04657280752610329,-0.6809275309540791,44971.9999941932,0.49592085258234786
fixed,NA,Y_i,0.5142303071915899,0.1202504719564811,4.276326727247199,44972.00000110107,1.9039372951234232e-5
fixed,NA,X_i:Y_i,-0.09040457147442957,0.1472761488111183,-0.6138439401370649,44972.000001292385,0.5393215628962872
ran_pars,subj_id,sd__(Intercept),2.021081571159046,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.6572807526103315,NA,NA,NA,NA
fixed,NA,(Intercept),31.37010656970603,0.5958859615493839,52.64447997422111,24.13665129875608,2.0012335346595466e-26
fixed,NA,X_i,0.5589320315085183,0.04759404972072261,11.743737605609917,44972.000006704126,8.46421518686495e-32
fixed,NA,Y_i,0.18768244693068742,0.12288730796461755,1.527272832640504,44972.0000013965,0.12670021475230747
fixed,NA,X_i:Y_i,0.5870440147301155,0.1505056001887841,3.9004795435768966,44972.00000116271,9.614182631861145e-5
ran_pars,subj_id,sd__(Intercept),2.973087410935932,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.759404972072256,NA,NA,NA,NA
fixed,NA,(Intercept),31.628948415023366,0.5401960011796234,58.55087476759432,24.16783121885183,1.4718055537372343e-27
fixed,NA,X_i,0.37719824521488965,0.04780568506427452,7.8902382573902745,44972.00001750257,3.083846295524808e-15
fixed,NA,Y_i,0.8673225282196756,0.12343374807198149,7.026623932005117,44972.000004869995,2.1459206501687507e-12
fixed,NA,X_i:Y_i,-0.2756075095319862,0.15117484990780072,-1.8231042379077942,44972.00000464133,0.06829424035506894
ran_pars,subj_id,sd__(Intercept),2.693919684545175,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.78056850642746,NA,NA,NA,NA
fixed,NA,(Intercept),31.48069980801224,0.4736885902608921,66.45864066659006,24.21290832171218,6.374046178187271e-29
fixed,NA,X_i,0.15362657079359526,0.04716072218919474,3.2575109892781398,44971.99999842671,0.0011247719223576853
fixed,NA,Y_i,0.13855033916234497,0.12176846108924406,1.1378179367874368,44972.00000105779,0.2552025752794639
fixed,NA,X_i:Y_i,0.033631385249414406,0.1491352982162979,0.22550922317959385,44972.00000093766,0.8215841757992072
ran_pars,subj_id,sd__(Intercept),2.3606043968597694,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.7160722189194795,NA,NA,NA,NA
fixed,NA,(Intercept),31.875720183818903,0.44638585939658926,71.40844521129662,24.236344691358834,1.0723124351809208e-29
fixed,NA,X_i,0.6103681343989829,0.04681313860396361,13.038393762970289,44972.00002193238,8.70247197692325e-39
fixed,NA,Y_i,1.16938768392338,0.12087100413123393,9.67467501679505,44972.0000183616,4.0598938135682386e-22
fixed,NA,X_i:Y_i,0.03369277853579434,0.1480361424096803,0.22759832826872634,44972.000018223924,0.8199595543400554
ran_pars,subj_id,sd__(Intercept),2.223731972983808,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.681313860396368,NA,NA,NA,NA
fixed,NA,(Intercept),31.499438791174498,0.48092578954692095,65.49750393059612,24.228470452344926,8.759907945815797e-29
fixed,NA,X_i,-0.19157723916526295,0.04959231198864232,-3.863043110576054,44972.00000198448,1.1214012587211967e-4
fixed,NA,Y_i,-0.5091473106982828,0.12804679895462287,-3.9762595773964957,44972.000002098386,7.011710289240217e-5
fixed,NA,X_i:Y_i,0.17411319977141607,0.15682466031778422,1.1102412045312193,44972.00000246404,0.2669010376098717
ran_pars,subj_id,sd__(Intercept),2.396090653395467,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.959231198864235,NA,NA,NA,NA
fixed,NA,(Intercept),30.866818921502837,0.48053999858714874,64.23361013080154,24.202900220632742,1.4779725043111976e-28
fixed,NA,X_i,1.1174236488826441,0.046725123262805875,23.914835763999697,44972.000025262474,1.310974951324282e-125
fixed,NA,Y_i,0.9521276140509471,0.12064374949755717,7.892059207511833,44972.00002483473,3.039231034007688e-15
fixed,NA,X_i:Y_i,1.462748734420574,0.14775781346258474,9.899637116591277,44972.00002483682,4.411444192422958e-23
ran_pars,subj_id,sd__(Intercept),2.3951158573852145,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.672512326280582,NA,NA,NA,NA
fixed,NA,(Intercept),32.5824198331038,0.4914506578039383,66.29845604175055,24.194099604745308,7.031183334176062e-29
fixed,NA,X_i,0.2420760941426358,0.04673898235466015,5.1793188885829355,44971.99999310436,2.2365549902252632e-7
fixed,NA,Y_i,0.22305949918660348,0.12067953351885397,1.8483622921176979,44971.9999966985,0.06455651021369514
fixed,NA,X_i:Y_i,0.36472942707553474,0.14780163975914573,2.4676954035820557,44971.99999678418,0.013602292266565646
ran_pars,subj_id,sd__(Intercept),2.4498336376278598,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.673898235466011,NA,NA,NA,NA
fixed,NA,(Intercept),31.998527636756496,0.43900020357090613,72.88955079399679,24.247021395747186,6.381299411991448e-30
fixed,NA,X_i,0.15548545518839132,0.04705589560968854,3.304271508889903,44971.99999829891,9.529794428579612e-4
fixed,NA,Y_i,-0.00534044107096473,0.12149780002479892,-0.04395504338247024,44972.00000045784,0.9649404345378181
fixed,NA,X_i:Y_i,0.3519098285955204,0.14880380746573332,2.3649248939853806,44972.00000067758,0.018037948282301312
ran_pars,subj_id,sd__(Intercept),2.1865784183722945,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.705589560968852,NA,NA,NA,NA
fixed,NA,(Intercept),31.981530267290402,0.5683918098840942,56.26669792059818,24.150465218182543,3.957447695771736e-27
fixed,NA,X_i,0.4019590156656168,0.04761423500777346,8.441992517573649,44972.00000756473,3.2115021928870215e-17
fixed,NA,Y_i,0.03800483430540608,0.12293942615167529,0.30913463235559596,44972.00000102085,0.7572205478108295
fixed,NA,X_i:Y_i,0.6141930241607485,0.1505694316710893,4.079134903706216,44972.00000100452,4.528141725219615e-5
ran_pars,subj_id,sd__(Intercept),2.835303507948368,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.761423500777348,NA,NA,NA,NA
