effect,group,term,estimate,std.error,statistic,df,p.value
fixed,NA,(Intercept),31.46065172894138,0.43580240334589265,72.19017492193895,24.241500077627432,8.152428404506091e-30
fixed,NA,X_i,0.8585350347393678,0.046189707190421744,18.587150405608117,44972.00002412697,7.931094634599617e-77
fixed,NA,Y_i,0.8325059099083664,0.11926131114313374,6.980519515748226,44972.000018663784,2.98155139867289e-12
fixed,NA,X_i:Y_i,0.6629379817433199,0.1460646791779896,4.538660444634158,44972.0000187884,5.675914153537482e-6
ran_pars,subj_id,sd__(Intercept),2.170837446304582,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.618970719042179,NA,NA,NA,NA
fixed,NA,(Intercept),32.35237492876348,0.4402444671362223,73.48729477332165,24.240825942040512,5.312167835987108e-30
fixed,NA,X_i,0.3127872283826595,0.046600031355192265,6.712167766552546,44972.00000114043,1.9402471582768924e-11
fixed,NA,Y_i,0.5694916880548223,0.12032076358093538,4.7331123166596765,44972.000009355266,2.2177487792216228e-6
fixed,NA,X_i:Y_i,0.49623959382063243,0.14736223811767046,3.3674813857290857,44972.00000911462,7.592171434059061e-4
ran_pars,subj_id,sd__(Intercept),2.192985876763483,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.660003135519225,NA,NA,NA,NA
fixed,NA,(Intercept),31.765628078297667,0.4089645266264144,77.67330907728164,24.289907274413636,1.2467446275598576e-30
fixed,NA,X_i,0.32633306646831317,0.04746089326399243,6.8758306897669605,44972.00000979461,6.243214281991804e-12
fixed,NA,Y_i,0.09635868051778733,0.12254349947171361,0.7863222523690826,44971.99999686814,0.4316828622706995
fixed,NA,X_i:Y_i,0.6755702827725749,0.1500845225003591,4.501265497053225,44971.99999695281,6.771933277143583e-6
ran_pars,subj_id,sd__(Intercept),2.035622098499008,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.7460893263992405,NA,NA,NA,NA
fixed,NA,(Intercept),31.575915658722135,0.3936981103182439,80.20337113936843,24.293361142271493,5.694239654828405e-31
fixed,NA,X_i,-0.1371844408386189,0.04595789772132425,-2.9850025271057157,44972.00000287899,0.0028372845453587306
fixed,NA,Y_i,0.0637748695759036,0.11866278166759506,0.5374462715239003,44972.00000212674,0.5909620476896917
fixed,NA,X_i:Y_i,0.23833707567523066,0.1453316332724469,1.639953190565405,44972.00000239324,0.10102189401096544
ran_pars,subj_id,sd__(Intercept),1.9595287475069327,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.595789772132423,NA,NA,NA,NA
fixed,NA,(Intercept),32.18447872831495,0.5638753400430885,57.07729429319533,24.150709211998226,2.807119556641727e-27
fixed,NA,X_i,0.27529970271107257,0.047294461498199755,5.820971293257071,44971.999998514446,5.890294636374407e-9
fixed,NA,Y_i,0.46551819453774756,0.12211377450025028,3.812167762751396,44971.99999758594,1.3793690778212726e-4
fixed,NA,X_i:Y_i,-0.673091364979097,0.1495582190454505,-4.500530758356688,44971.99999795804,6.795374291605489e-6
ran_pars,subj_id,sd__(Intercept),2.8127576402805476,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.729446149819971,NA,NA,NA,NA
fixed,NA,(Intercept),32.11287444339346,0.541785822839836,59.27226791404385,24.161224572297414,1.1116378691329705e-27
fixed,NA,X_i,0.083597677021019,0.04698865698770891,1.7791033491952348,44971.99999712899,0.07522957215457517
fixed,NA,Y_i,0.43469341343528567,0.12132419064936632,3.5829080013529526,44972.00000227706,3.4014906304430387e-4
fixed,NA,X_i:Y_i,-0.6018429566507076,0.14859118027354676,-4.050327587026051,44972.000002258705,5.123169238515832e-5
ran_pars,subj_id,sd__(Intercept),2.702128429136341,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.698865698770892,NA,NA,NA,NA
fixed,NA,(Intercept),31.573358808910786,0.5506799814295418,57.33522167802013,24.16757716593024,2.4365199324898398e-27
fixed,NA,X_i,0.13116863929875044,0.04867949481963714,2.6945357544227733,44972.0000017979,0.007051293729969229
fixed,NA,Y_i,-0.234169177768464,0.1256899151588301,-1.8630705373024743,44972.00000276591,0.0624588568454232
fixed,NA,X_i:Y_i,0.3036812805770396,0.1539380789764211,1.9727495795472079,44972.00000241562,0.04853021522286524
ran_pars,subj_id,sd__(Intercept),2.746218520447146,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.86794948196372,NA,NA,NA,NA
fixed,NA,(Intercept),31.651761215380542,0.4054871040659465,78.05861369695458,24.30330826086315,1.072683916027802e-30
fixed,NA,X_i,0.28195811099308704,0.048120063083714165,5.859470934245583,44971.99999173973,4.6757164246677085e-9
fixed,NA,Y_i,0.41604681183342773,0.12424546862778367,3.348587408687126,44971.99999657074,8.129131284358833e-4
fixed,NA,X_i:Y_i,0.4260546786603096,0.1521690004955226,2.799878275291989,44971.99999687772,0.0051143669837687925
ran_pars,subj_id,sd__(Intercept),2.0178955492991517,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.812006308371421,NA,NA,NA,NA
fixed,NA,(Intercept),31.7965104862358,0.5170324348048086,61.49809633942926,24.17315193374236,4.4766679856251885e-28
fixed,NA,X_i,0.5583413544755569,0.046451023201464284,12.02000119682953,44972.00000010459,3.137158773017703e-33
fixed,NA,Y_i,0.2534102847387372,0.11993602618237699,2.1128787805041727,44972.000003279805,0.03461663927685996
fixed,NA,X_i:Y_i,0.9548227400370295,0.14689103296195352,6.500211216326184,44972.00000327977,8.10444609585827e-11
ran_pars,subj_id,sd__(Intercept),2.5781974013205047,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.645102320146426,NA,NA,NA,NA
fixed,NA,(Intercept),31.725463930245436,0.4405813180116957,72.00819152618553,24.242193001811245,8.651219539166238e-30
fixed,NA,X_i,-0.21386590558708246,0.04677025347987111,-4.572690752662387,44972.00000294281,4.827821166695954e-6
fixed,NA,Y_i,0.05842824881349294,0.12076027521696005,0.48383666490093463,44972.000000619584,0.6285041477471784
fixed,NA,X_i:Y_i,-0.4510067309841579,0.1479005277398086,-3.0493923035730037,44972.00000068877,0.0022943812170519782
ran_pars,subj_id,sd__(Intercept),2.1946161018162105,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.677025347987104,NA,NA,NA,NA
fixed,NA,(Intercept),31.647666220912946,0.3641114187378021,86.9175329096244,24.350645047826188,7.08848177341813e-32
fixed,NA,X_i,0.38899488430276946,0.04642602913213222,8.378810154012067,44971.99999988717,5.4991591442536724e-17
fixed,NA,Y_i,0.6000770021097884,0.11987149177285912,5.0060026219316285,44971.99999943589,5.578157552864355e-7
fixed,NA,X_i:Y_i,0.6470904001198174,0.14681199477486823,4.4076126144332495,44971.999999419735,1.0475791694177144e-5
ran_pars,subj_id,sd__(Intercept),1.810664296605998,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.642602913213226,NA,NA,NA,NA
fixed,NA,(Intercept),31.35083601225552,0.5006771149986885,62.61687437489058,24.19571595234393,2.7703368577245037e-28
fixed,NA,X_i,0.7269919488965227,0.04780222611765853,15.208328313144522,44972.000004843074,4.198887113412924e-52
fixed,NA,Y_i,0.776750552978708,0.12342481711022182,6.293309329233585,44972.000000924476,3.136248669409124e-10
fixed,NA,X_i:Y_i,0.5281724552793272,0.151163911758189,3.494038022277593,44972.00000107419,4.762306001290141e-4
ran_pars,subj_id,sd__(Intercept),2.4957674417500573,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.780222611765852,NA,NA,NA,NA
fixed,NA,(Intercept),32.517125754369495,0.4851418528501965,67.02601633590707,24.215649020401763,5.16349075999245e-29
fixed,NA,X_i,0.6178904952598739,0.04860671848220487,12.712038881746075,44972.00000026539,5.869979912099027e-37
fixed,NA,Y_i,0.5780373428163933,0.125502007463581,4.605801568426162,44971.999998642124,4.1200436391596115e-6
fixed,NA,X_i:Y_i,0.7441323121849839,0.15370793999036975,4.841209323549623,44971.999999183274,1.2947907292906094e-6
ran_pars,subj_id,sd__(Intercept),2.4175790679391826,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.8606718482204805,NA,NA,NA,NA
fixed,NA,(Intercept),31.54441262898848,0.5407644563080637,58.33299925877192,24.167683227176784,1.6100682265139951e-27
fixed,NA,X_i,0.3964928383873558,0.04781064689584957,8.292982089346614,44971.999999532105,1.1346945867631321e-16
fixed,NA,Y_i,0.7150846253964602,0.12344655946601911,5.792665494199538,44972.000000577296,6.973845465311716e-9
fixed,NA,X_i:Y_i,0.17350385620987077,0.1511905405969437,1.1475840718925119,44972.00000082257,0.25114641301510376
ran_pars,subj_id,sd__(Intercept),2.696767935444705,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.781064689584954,NA,NA,NA,NA
fixed,NA,(Intercept),31.64258823490491,0.3930264964869514,80.51006361591566,24.317966016383327,4.904066635575555e-31
fixed,NA,X_i,0.7630927135434372,0.04774941497994468,15.981195033780942,44971.999989545715,2.4868975629294242e-57
fixed,NA,Y_i,0.7714365254288842,0.12328845933898193,6.257167374505164,44972.000002785906,3.955558310081792e-10
fixed,NA,X_i:Y_i,0.4869290711993332,0.15099690827718856,3.2247618627095735,44972.00000298413,0.0012616749852650357
ran_pars,subj_id,sd__(Intercept),1.9554399921874739,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.7749414979944715,NA,NA,NA,NA
fixed,NA,(Intercept),31.646485882533746,0.5025744969454563,62.9687460762027,24.184091919600007,2.4801237660236926e-28
fixed,NA,X_i,0.9300982346264453,0.04655756866162665,19.977379862472162,44972.00000398106,2.0988438219733305e-88
fixed,NA,Y_i,1.0806502936200255,0.12021112537759236,8.989603002431098,44972.00000600121,2.5751720163070585e-19
fixed,NA,X_i:Y_i,0.7511676137778088,0.14722795929041751,5.102071762715109,44972.00000587853,3.3731886519043293e-7
ran_pars,subj_id,sd__(Intercept),2.5056738291379252,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.655756866162669,NA,NA,NA,NA
fixed,NA,(Intercept),31.486418462780946,0.38186881150751956,82.453495844504,24.321280885139302,2.730011209145717e-31
fixed,NA,X_i,-0.02476364499630181,0.046631458538901216,-0.5310501916993077,44972.00000690548,0.5953866209640981
fixed,NA,Y_i,-0.6178967273384358,0.12040190822035074,-5.1319512827621185,44972.00000212685,2.879441838576176e-7
fixed,NA,X_i:Y_i,0.40404318048350196,0.14746161959863535,2.739988761707871,44972.00000231877,0.006146551160433324
ran_pars,subj_id,sd__(Intercept),1.8998297769416588,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.663145853890121,NA,NA,NA,NA
fixed,NA,(Intercept),31.813511242890545,0.5098599090267019,62.39657341096109,24.185207532168835,3.081632773729114e-28
fixed,NA,X_i,0.0438053878965151,0.04736955781157632,0.924758218574922,44972.00000637258,0.35509665033955373
fixed,NA,Y_i,0.6104837693749668,0.12230767234762989,4.991377545308971,44971.999997753555,6.017373135455771e-7
fixed,NA,X_i:Y_i,-0.11882491146259466,0.14979569443960256,-0.7932465075657079,44971.99999797144,0.42763840093081396
ran_pars,subj_id,sd__(Intercept),2.5419540227837993,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.736955781157638,NA,NA,NA,NA
fixed,NA,(Intercept),32.26100014546475,0.5204705149916729,61.984299237356225,24.177806428268816,3.6695928119827733e-28
fixed,NA,X_i,0.4722365996867274,0.04740347656809122,9.962066790784808,44971.9999966178,2.3618085390412734e-23
fixed,NA,Y_i,0.4291918579833127,0.12239525020036711,3.5066055037324104,44972.000006253074,4.543036396528451e-4
fixed,NA,X_i:Y_i,0.2233441316715719,0.14990295496558995,1.4899248098400748,44972.00000660493,0.1362510202346305
ran_pars,subj_id,sd__(Intercept),2.5951468997587717,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.740347656809116,NA,NA,NA,NA
fixed,NA,(Intercept),31.535435634968913,0.4073971198752203,77.40711481865102,24.276193547537897,1.3977226027423941e-30
fixed,NA,X_i,1.49034238754202,0.04615923156686864,32.286984357246794,44972.00001805534,4.1322257556951046e-226
fixed,NA,Y_i,1.7439191832205,0.11918262342147597,14.632327542022008,44972.000006522794,2.257666828271303e-48
fixed,NA,X_i:Y_i,1.302361102622996,0.14596830679444775,8.922218330976312,44972.000006138085,4.738244933105358e-19
ran_pars,subj_id,sd__(Intercept),2.0282502527283763,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.615923156686863,NA,NA,NA,NA
fixed,NA,(Intercept),32.13882733324923,0.42409146595597685,75.78277308835408,24.25830671859688,2.4303292002496344e-30
fixed,NA,X_i,0.8718313997624927,0.04648440252569539,18.75535346034762,44972.00001886397,3.4836632914960294e-78
fixed,NA,Y_i,0.16364788530543972,0.12002221122694678,1.3634800061798755,44972.00001413184,0.1727381067192975
fixed,NA,X_i:Y_i,1.202837337230392,0.14699658765328105,8.182756868258117,44972.00001413022,2.846267765068633e-16
ran_pars,subj_id,sd__(Intercept),2.1119483798874654,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.648440252569536,NA,NA,NA,NA
fixed,NA,(Intercept),32.1863918955837,0.3973443050383662,81.00378308549278,24.28348720950847,4.581465253832391e-31
fixed,NA,X_i,0.1968315066233296,0.04560224032982366,4.3162683499696985,44971.99999177815,1.5902775537931405e-5
fixed,NA,Y_i,-0.11602274096481839,0.1177444782314369,-0.9853773417447714,44972.00000025958,0.3244440563404073
fixed,NA,X_i:Y_i,0.9242910072227704,0.14420694584863092,6.409476338213049,44972.00000020675,1.4746247289247888e-10
ran_pars,subj_id,sd__(Intercept),1.9779795280101158,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.560224032982367,NA,NA,NA,NA
fixed,NA,(Intercept),32.21813072187093,0.41855612446322366,76.97445775805812,24.276722797225258,1.598681791900965e-30
fixed,NA,X_i,0.7148953081547604,0.047466378534993706,15.061088084226126,44972.000024050656,3.892203993954139e-51
fixed,NA,Y_i,0.2300943244567877,0.12255766238053867,1.8774372812558242,44972.000019644285,0.06046465291805718
fixed,NA,X_i:Y_i,1.2116264808974486,0.15010186845030657,8.072027972780202,44972.000019460545,7.084050442282203e-16
ran_pars,subj_id,sd__(Intercept),2.0837897642748398,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.746637853499373,NA,NA,NA,NA
fixed,NA,(Intercept),31.492342730006072,0.39945953589973876,78.83737875745794,24.302052893823916,8.45941279785005e-31
fixed,NA,X_i,-0.20359390575211178,0.047310093567603156,-4.303392582836237,44972.000000059415,1.6855736187400368e-5
fixed,NA,Y_i,-0.6038626399272448,0.12215413632989446,-4.943448155504359,44971.99999977084,7.702850515011439e-7
fixed,NA,X_i:Y_i,0.17601388448161245,0.1496076519893072,1.17650322120016,44971.99999993969,0.2394000732393105
ran_pars,subj_id,sd__(Intercept),1.9879371061448599,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.731009356760315,NA,NA,NA,NA
fixed,NA,(Intercept),32.052928918470904,0.5909735351556828,54.23750305506837,24.139534743475433,9.747815902131927e-27
fixed,NA,X_i,0.2207348896960027,0.04770734663757029,4.626853205082055,44971.99998934978,3.722972983084512e-6
fixed,NA,Y_i,0.6877596692409303,0.123179839346036,5.583378521130234,44971.99999913982,2.3724893400566485e-8
fixed,NA,X_i:Y_i,-0.8655977453357152,0.15086387649789745,-5.737607739038701,44971.99999917125,9.663806943119375e-9
ran_pars,subj_id,sd__(Intercept),2.948441927407869,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.7707346637570245,NA,NA,NA,NA
fixed,NA,(Intercept),31.77323996565745,0.5532253491010098,57.43272613463737,24.157837881211698,2.384840857208514e-27
fixed,NA,X_i,0.5541626519873604,0.04747764729349113,11.67207483053467,44972.000023189314,1.96550606895051e-31
fixed,NA,Y_i,0.7155030146611899,0.12258675818986729,5.836707204158137,44972.00001938962,5.3607027730220655e-9
fixed,NA,X_i:Y_i,0.4879731429838072,0.15013750339356083,3.2501748860487285,44972.0000197055,0.001154188138000071
ran_pars,subj_id,sd__(Intercept),2.759327524836571,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.747764729349115,NA,NA,NA,NA
fixed,NA,(Intercept),32.15181412183288,0.38916869437104606,82.61665079149017,24.317493647802564,2.6254767348756702e-31
fixed,NA,X_i,0.04804477324137671,0.04724499234127306,1.016928374002613,44972.000001319255,0.30919297496972975
fixed,NA,Y_i,-0.2501199737091898,0.12198604568629819,-2.050398242700673,44972.00000226739,0.04033136835635527
fixed,NA,X_i:Y_i,0.11244920054604617,0.14940178383563377,0.7526630382791049,44972.000002503526,0.45165636587020386
ran_pars,subj_id,sd__(Intercept),1.9362606561442048,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.724499234127299,NA,NA,NA,NA
fixed,NA,(Intercept),32.079443872484376,0.3386691194659114,94.72208131368565,24.417151587627384,7.451663790820732e-33
fixed,NA,X_i,-0.40144219765354006,0.04705301154899678,-8.531700404245417,44972.00001145609,1.4863756990188293e-17
fixed,NA,Y_i,-0.9615116442621499,0.12149035341211332,-7.914304446877026,44971.99999960452,2.5429200241185437e-15
fixed,NA,X_i:Y_i,-0.479179289487635,0.14879468726503742,-3.220405904910482,44971.99999972405,0.0012810013623697706
ran_pars,subj_id,sd__(Intercept),1.682414796377394,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.705301154899682,NA,NA,NA,NA
fixed,NA,(Intercept),31.673977555640608,0.2728970723208766,116.06565539991522,24.646650502486832,2.8529590430409203e-35
fixed,NA,X_i,0.28584229539721606,0.047041216472237746,6.076422270370309,44972.000021847336,1.2387817569446702e-9
fixed,NA,Y_i,-0.09442016082900738,0.12145989865487652,-0.7773772403457911,44972.00000567749,0.4369403254317261
fixed,NA,X_i:Y_i,0.31926910972849165,0.14875738795730217,2.146240358967122,44972.00000593447,0.031859141119700146
ran_pars,subj_id,sd__(Intercept),1.3509030441009242,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.704121647223773,NA,NA,NA,NA
fixed,NA,(Intercept),31.70905651052072,0.5067206216122246,62.57700033922547,24.188641870080584,2.8545990327848785e-28
fixed,NA,X_i,0.6047265821854304,0.04751538827074044,12.726962868107629,44971.99999742855,4.852776256362421e-37
fixed,NA,Y_i,0.3287820945098578,0.12268420497410472,2.6799056535375088,44971.99999920085,0.00736697307110785
fixed,NA,X_i:Y_i,0.4330557132678822,0.1502568508427892,2.882102951305561,44971.99999935087,0.003952176016265671
ran_pars,subj_id,sd__(Intercept),2.5261662997100935,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.751538827074046,NA,NA,NA,NA
fixed,NA,(Intercept),31.969326760087533,0.3906008222197481,81.84654240717883,24.31021723076864,3.350773341323463e-31
fixed,NA,X_i,0.9922541758374934,0.04687585819533339,21.167701542715967,44972.00000885025,5.773675763828057e-99
fixed,NA,Y_i,1.069220140119146,0.12103294541980436,8.834124761737739,44972.000010896285,1.0444507676289e-18
fixed,NA,X_i:Y_i,1.1161269447661237,0.14823447917232346,7.5294691963576135,44972.00001088046,5.189711101387266e-14
ran_pars,subj_id,sd__(Intercept),1.9436055729998563,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.687585819533334,NA,NA,NA,NA
fixed,NA,(Intercept),31.771914167926344,0.3461226934063595,91.7937909682942,24.394132204284865,1.693552602600336e-32
fixed,NA,X_i,-0.5651992976284329,0.04676124675769528,-12.086916770144088,44972.00000583049,1.396390843415216e-33
fixed,NA,Y_i,-0.4879708192195728,0.12073701996029959,-4.041600657197154,44972.00000387177,5.317582364396023e-5
fixed,NA,X_i:Y_i,-0.5935404259803242,0.1478720459834808,-4.013878499027668,44972.00000411229,5.982582277160134e-5
ran_pars,subj_id,sd__(Intercept),1.720052151031902,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.676124675769526,NA,NA,NA,NA
fixed,NA,(Intercept),31.945807501457242,0.424654577440838,75.22774791214364,24.25999300397997,2.8916407339749278e-30
fixed,NA,X_i,0.44737495021818346,0.046696061375089505,9.580571402470364,44972.00000402231,1.0123317067963772e-21
fixed,NA,Y_i,0.6067596662888178,0.1205687120261341,5.032480285244305,44972.00000239445,4.860379421968258e-7
fixed,NA,X_i:Y_i,0.4924154588536159,0.14766591170429713,3.334658982363405,44972.0000021548,8.547307756534533e-4
ran_pars,subj_id,sd__(Intercept),2.1146975475705037,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.669606137508952,NA,NA,NA,NA
fixed,NA,(Intercept),31.792244170815096,0.5700592522054241,55.770069598587234,24.1485842040583,4.912651460148622e-27
fixed,NA,X_i,-0.2877055057246447,0.047449954962387075,-6.063346233999693,44972.00000320002,1.3437743903065198e-9
fixed,NA,Y_i,-0.0330912868971913,0.12251525689841145,-0.2700993144439986,44971.99999762995,0.7870850888771185
fixed,NA,X_i:Y_i,-0.6581741013426512,0.1500499325535524,-4.386367192186179,44971.99999773005,1.1552110366455713e-5
ran_pars,subj_id,sd__(Intercept),2.8437059983430286,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.744995496238707,NA,NA,NA,NA
fixed,NA,(Intercept),32.26486785285934,0.46950304573941787,68.72131745608928,24.206848020903962,2.882936951038106e-29
fixed,NA,X_i,-0.10158033493170356,0.04607594782115451,-2.204628222212408,44972.00000320721,0.02748523785217599
fixed,NA,Y_i,0.12846139941333556,0.11896758571470235,1.0798016841444562,44972.000003918496,0.28023629195339916
fixed,NA,X_i:Y_i,-0.06172173486193574,0.14570494046592095,-0.4236077010468419,44972.00000338593,0.6718539639303212
ran_pars,subj_id,sd__(Intercept),2.339966780238716,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.607594782115455,NA,NA,NA,NA
fixed,NA,(Intercept),31.805749837322033,0.43289241215139146,73.47264342022909,24.247029254850066,5.264548173389378e-30
fixed,NA,X_i,0.2043068849849884,0.04639662880451511,4.403485560250579,44972.00000489145,1.067707974245089e-5
fixed,NA,Y_i,0.7491206894800007,0.11979558045336951,6.253324927722156,44972.000001314584,4.054073002936407e-10
fixed,NA,X_i:Y_i,-0.39260446852599046,0.14671902277564278,-2.675893426078406,44972.00000119213,0.007455733614249362
ran_pars,subj_id,sd__(Intercept),2.1561582872739296,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.639662880451507,NA,NA,NA,NA
fixed,NA,(Intercept),32.52601150874191,0.4361521282393644,74.57492329578025,24.255944416994623,3.601934876365887e-30
fixed,NA,X_i,0.14396167352851494,0.0475907189882432,3.0249947172279366,44971.99999351947,0.0024877781414479297
fixed,NA,Y_i,0.6491485272910307,0.12287870805033553,5.28283978234143,44972.00000127966,1.2778740779921606e-7
fixed,NA,X_i:Y_i,0.0030107165415556676,0.15049506748787275,0.02000541673432771,44972.00000144552,0.9840391402526061
ran_pars,subj_id,sd__(Intercept),2.1720886335191887,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.759071898824326,NA,NA,NA,NA
fixed,NA,(Intercept),32.13155396356363,0.4307201114845555,74.59961377892563,24.2488388038191,3.6306379835334855e-30
fixed,NA,X_i,1.2895105358856456,0.04634344650477035,27.825089265920486,44971.99999145254,5.865793998036377e-169
fixed,NA,Y_i,1.1436084464383902,0.11965826434588654,9.557287603074812,44971.999999770815,1.2674189217602734e-21
fixed,NA,X_i:Y_i,1.1151955568585967,0.14655084557724357,7.609615300860225,44971.99999954418,2.802598457910343e-14
ran_pars,subj_id,sd__(Intercept),2.145273901045843,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.634344650477032,NA,NA,NA,NA
fixed,NA,(Intercept),31.099237373254304,0.4468234476712457,69.60072828616605,24.234976429704325,1.996384241082705e-29
fixed,NA,X_i,0.65511215033205,0.04673060855480364,14.0189090318343,44972.00001817636,1.4827195689211896e-44
fixed,NA,Y_i,1.4483968865186148,0.12065791246059508,12.004160000626877,44972.000014206904,3.7973048940735444e-33
fixed,NA,X_i:Y_i,0.284864722738832,0.1477751594789291,1.9276901729850622,44972.000013863275,0.053899964908764364
ran_pars,subj_id,sd__(Intercept),2.225956874064552,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.67306085548037,NA,NA,NA,NA
fixed,NA,(Intercept),32.178140578275816,0.3387909110505743,94.97935017941583,24.413559253201804,7.03773442820979e-33
fixed,NA,X_i,0.5055255606586206,0.04687020285444615,10.78564908772666,44971.999984823036,4.343338594400799e-27
fixed,NA,Y_i,0.5822292364885847,0.12101834339242237,4.811082519949958,44971.99999854064,1.50600741441801e-6
fixed,NA,X_i:Y_i,0.11621591542521335,0.14821659541417548,0.7840951622216147,44971.999998404324,0.432988403614046
ran_pars,subj_id,sd__(Intercept),1.68311272251029,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.687020285444621,NA,NA,NA,NA
fixed,NA,(Intercept),31.250661008405665,0.43632721562701876,71.62207602268697,24.24492303619723,9.790776474742312e-30
fixed,NA,X_i,0.18119582827431274,0.04657265803142873,3.8906052592496643,44971.99999705493,1.0013839295260724e-4
fixed,NA,Y_i,0.11955589465501927,0.12025008596289108,0.994227103437697,44971.99999847108,0.3201176650384888
fixed,NA,X_i:Y_i,-0.25443168598277294,0.14727567606744854,-1.7275879682008701,44971.99999850517,0.08406898690223373
ran_pars,subj_id,sd__(Intercept),2.173335171924963,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.657265803142873,NA,NA,NA,NA
fixed,NA,(Intercept),32.37226021995651,0.3816181058616196,84.8289421354006,24.325447595570452,1.357927106150818e-31
fixed,NA,X_i,0.23678253552459919,0.04689492065381224,5.049214973036752,44971.99999266064,4.453588211327969e-7
fixed,NA,Y_i,0.26533042028615106,0.1210821644759554,2.1913253816902207,44972.000001208435,0.028433365566193046
fixed,NA,X_i:Y_i,0.14772852836119163,0.14829475995891922,0.9961817154032654,44972.00000126092,0.31916722166017736
ran_pars,subj_id,sd__(Intercept),1.8984618093630057,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.689492065381224,NA,NA,NA,NA
fixed,NA,(Intercept),31.828439384203598,0.4889958474446245,65.0893858312528,24.193333411608936,1.0966857409686437e-28
fixed,NA,X_i,0.433139488220093,0.046419857161997695,9.330909543915812,44971.99998412566,1.095834399716416e-20
fixed,NA,Y_i,-0.07990339204021984,0.11985555581449628,-0.6666640649006585,44971.99999667473,0.5049901574139259
fixed,NA,X_i:Y_i,0.6863240053615092,0.14679247729159264,4.675471236841219,44971.999996988015,2.941295129058151e-6
ran_pars,subj_id,sd__(Intercept),2.437623860367366,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.641985716199775,NA,NA,NA,NA
fixed,NA,(Intercept),32.154736449129025,0.5423394948275745,59.288944942783395,24.15927115207263,1.1085159273881072e-27
fixed,NA,X_i,0.4768054875738766,0.046768683216921896,10.194973533087593,44972.00000836047,2.219593599496011e-24
fixed,NA,Y_i,0.08225040585279543,0.12075622081545913,0.6811276909575642,44972.000021139764,0.49579420391077333
fixed,NA,X_i:Y_i,1.203419648097576,0.1478955621323638,8.13695577302406,44972.00002098753,4.1563361309113327e-16
ran_pars,subj_id,sd__(Intercept),2.7049672879886835,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.676868321692185,NA,NA,NA,NA
fixed,NA,(Intercept),31.852639429288413,0.5795481616561888,54.96116032576543,24.141080428250532,7.074970042028705e-27
fixed,NA,X_i,0.9367919159116841,0.04702356130160314,19.92175602998718,44972.0000009797,6.32224227298261e-88
fixed,NA,Y_i,0.27752571374310003,0.1214143132003151,2.285774275107293,44972.00001411984,0.022272097213649394
fixed,NA,X_i:Y_i,1.4189048022555497,0.148701557405618,9.541963292187706,44972.000014220706,1.4690204439126805e-21
ran_pars,subj_id,sd__(Intercept),2.8913747946349058,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,4.702356130160315,NA,NA,NA,NA
